id	Definition
PWN:arrive.v.01	φθάνω σε έναν προορισμό ή σε μια κατάσταση
PWN:arrive.v.01	φθάνω σε έναν προορισμό ή σε μια κατάσταση
PWN:arrow.n.02	λεπτό επιμήκες στέλεχος με αιχμή στο μπροστινό και φτερά στο πίσω άκρο, το οποίο εκσφενδονίζεται από το τόξο
PWN:arrow.n.02	λεπτό επιμήκες στέλεχος με αιχμή στο μπροστινό και φτερά στο πίσω άκρο, το οποίο εκσφενδονίζεται από το τόξο
PWN:art.n.01	δημιουργία έργων που εκφράζουν το αισθητικά καλό και προκαλούν στο θεατή, στον ακροατή ή στον αναγνώστη αισθητική απόλαυση
PWN:art.n.02	το αποτέλεσμα του δημιουργώ, αυτό που δημιουργεί κάποιος ή κάτι
PWN:artery.n.01	το αγγείο που μεταφέρει από την καρδιά το αίμα στους ιστούς και τα όργανα του σώματος
PWN:artery.n.01	το αγγείο που μεταφέρει από την καρδιά το αίμα στους ιστούς και τα όργανα του σώματος
PWN:article.n.01	αυτόνομη επιστημονική θεματική ενότητα σε κάποιο περιοδικό ή οποιοδήποτε άλλο έντυπο
PWN:artificial_language.n.01	όχι φυσική γλώσσα που εξυπηρετεί συγκεκριμένους σκοπούς
PWN:artist.n.01	χαρακτηρισμός ατόμου που κατασκευάζει κάτι με πολλή επιδεξιότητα, καλαισθησία και ευρηματικότητα, π .χ. για σχεδιαστή μόδας, κομμωτή, επιπλοποιό, μάγειρα κ.τ.λ.
PWN:ascend.v.01	βαδίζω, κινούμαι από κάτω προς τα πάνω, από χαμηλότερο μέρος σε ψηλότερο
PWN:ascend.v.01	βαδίζω, κινούμαι από κάτω προς τα πάνω, από χαμηλότερο μέρος σε ψηλότερο
PWN:ash.n.01	η γκρίζα σκόνη που απομένει ύστερα από το κάψιμο υλικών αντικειμένων
PWN:ash.n.02	είδος φυλλοβόλου δέντρου το οποίο χρησιμοποιείται στην ξυλεία
PWN:ask.v.01	προσπαθώ να ρωτήσω κάτι
PWN:ask.v.02	λέω σε κάποιον να μου δώσει κάτι ή το απαιτώ
PWN:ask.v.05	απευθύνω μία ερώτηση και περιμένω απάντηση
PWN:assemble.v.01	συνδέω τα απλά τμήματα ενός σύνθετου αντικειμένου, συνήθως οργάνου, έτσι ώστε να γίνει κατάλληλο για χρήση ή για λειτουργία. Βάζω ή τοποθετώ μαζί
PWN:assume.v.01	αξιολογώ κάτι ελαφρά, χωρίς αποδείξεις
PWN:atheism.n.01	η άρνηση της ύπαρξης του θεού
PWN:atheist.n.01	αυτός που αρνείται την ύπαρξη του Θεού
PWN:athlete.n.01	αυτός που ασκείται συστηματικά με ένα ή περισσότερα αθλήματα και συνήθως συμμετέχει σε αθλητικούς αγώνες
PWN:atom.n.01	(φυσ., χημ.) σωματίδιο που αντιπροσωπεύει τη μικρότερη ποσότητα από την ύλη κάθε σώματος που μπορεί να υπάρχει σε ελεύθερη κατάσταση χωρίς να χάνει τις αρχικές της ιδιότητες
PWN:attach_to.v.01	έχω σχέση, σχετίζομαι
PWN:attach.v.01	ενώνω δύο ή περισσότερα στοιχεία μεταξύ τους, φέρνοντας το ένα σε άμεση επαφή με το άλλο
PWN:attack.n.05	εχθρική κίνηση εναντίον κάποιου
PWN:attack.v.01	κάνω επίθεση
PWN:attention.n.01	η σταθερή επικέντρωση και προσήλωση της συνειδήσεως σε νοητό ή αισθητό αντικείμενο
PWN:attract.v.01	φέρνω κάποιον κοντά μου, προς το μέρος μου
PWN:attribute.n.02	ενέργεια, κατάσταση, φαινόμενο κ.τ.λ.που χαρακτηρίζει μια οντότητα
PWN:august.n.01	ο όγδοος μήνας του έτους και ο τρίτος του καλοκαιριού (μαζί με τον Ιούνιο και τον Ιούλιο), ο οποίος έχει 31 ημέρες
PWN:aunt.n.01	η αδελφή ή η εξαδέλφη του πατέρα ή της μητέρας κάποιου ή η σύζυγος του θείου του
PWN:australia.n.01	κράτος που περιλαμβάνει το ομώνυμο νησί
PWN:authority.n.01	η δυνατότητα που έχει κάποιος να υποχρεώνει κάποιον άλλο να ενεργεί ή να συμπεριφέρεται με ορισμένο τρόπο
PWN:awareness.n.01	πλήρης, σαφής και ακριβής γνώση σχετικά με κάτι. Απόλυτη επίγνωση και συνείδηση μιας κατάστασης
PWN:awl.n.01	εργαλείο με μυτερή άκρη, που το χρησιμοποιούμε για να ανοίγουμε τρύπες
PWN:ax.n.01	εργαλείο με βαριά κοφτερή λεπίδα στην άκρη ενός στελέχους για το κόψιμο δέντρων, ξύλων σε κομμάτια και άλλες χρήσεις
PWN:axle.n.01	άτρακτος γυρω από την οποία στρέφεται τροχός ή αριθμός τροχών
PWN:baby.n.01	βρέφος ,νεογέννητο
PWN:back.n.01	το οπίσθιο τμήμα του κορμού του ανθρώπινου σώματος από τον αυχένα και τους ώμους ως τη μέση, η ωμοπλάτη των ζώων, η σπάλα
PWN:bad.a.01	αυτός που προκαλεί δυσάρεστα συναισθήματα
PWN:bag.n.01	σακίδιο από δέρμα, ύφασμα, πλαστικό, ή άλλο υλικό σε διάφορα σχήματα, με χειρολαβές, όπου τοποθετεί κανείς διάφορα αντικείμενα
PWN:bait.n.02	οτιδήποτε χρησιμοποιείται για να προσελκύσει και για να παγιδεύσει κάτι ή κάποιον
PWN:ball.n.01	σφαιρικό αντικείμενο που χρησιμοποιείται σε διάφορα αθλήματα, όπως το ποδόσφαιρο, το μπάσκετ, το μπέιζμπολ, το τένις κ.λπ.
PWN:ball.n.08	μεγάλο κομμάτι από κάτι
PWN:balloon.n.01	κατασκευή που αποτελείται από μεγάλο αεροστεγή σάκο που γεμίζει με αέριο ελαφρύτερο από τον αέρα και ανυψώνεται στην ατμόσφαιρα
PWN:bamboo.n.01	ο καλαμωτός, κούφιος κορμός του φυτού μπαμπού που χρησιμοποιείται στην επιπλοποιία και τη χαρτοποιία
PWN:banana.n.01	τροπική πόα, που έχει ύψος από τρία έως δέκα μέτρα και καλλιεργείται για τους εύγεστους και θρεπτικούς καρπούς της, τις μπανάνες
PWN:banana.n.02	ο καρπός της μπανανιάς, ο οποίος έχει επίμηκες, καμπυλωτό σχήμα, συνήθως δεν έχει σπέρματα, κόβεται από το δέντρο πράσινος, πριν ακόμα ωριμάσει, ενώ όταν ωριμάσει έχει έντονο κίτρινο χρώμα, διατίθεται στο εμπόριο σε δέσμες, έχει πλούσια γεύση, ωραία άρωμα και μεγάλη θρεπτική αξία, καταναλώνεται ωμός και χρησιμοποιείται ευρέως στη ζαχαροπλαστική
PWN:banyan.n.01	είδος φίκου που αναπτύσσεται στην Ινδία
PWN:bar.n.03	μακριά και λεπτή ράβδος από μέταλλο ή άλλη ύλη
PWN:bark.n.01	το σύνολο των ιστών που αποτελούν το εξωτερικό περίβλημα των ριζών ,του κορμού και των κλαδιών των ξυλωδών φυτών
PWN:bark.v.04	(κυρίως για σκύλους) παράγω σύντομους, συνήθως επαναλαμβανόμενους και δυνατούς, ήχους
PWN:barley.n.02	δημητριακό που μοιάζει με το σιτάρι, έχοντας πιο φωτεινό πράσινο χρώμα και του οποίου οι κόκκοι χρησιμοποιούνται στη διατροφή του ανθρώπου, στη ζυθοποιία, σε υποκατάστατα του καφέ και ως ζωοτροφή
PWN:barn_owl.n.01	είδος κουκουβάγιας η οποία κατοικεί σε στάβλους και σε αποθήκες. Η παρουσία της βοηθάει στον έλεγχο των τρωκτικών
PWN:barrel.n.01	το χαλύβδινο κυλινδρικό τμήμα φερόμενου όπλου, μέσα από το οποίο περνά το βλήμα και εξακοντίζεται προς το στόχο
PWN:barrel.n.02	δοχείο ξύλινο, μεταλλικό ή πλαστικό, κυλινδρικού σχήματος, για την αποθήκευση και τη μεταφορά, συνήθως, υγρών
PWN:barrier.n.01	κάθε πράγμα, φυσικό ή τεχνητό, που εμποδίζει, δυσκολεύει ή απαγορεύει μια πορεία, μια κίνηση
PWN:barroom.n.01	κατάστημα ή χώρος όπου σερβίρονται ποτά, συνήθως οινοπνευματώδη, ενώ οι πελάτες στέκονται όρθιοι ή κάθονται
PWN:baseball.n.01	αμερικανικό ομαδικό παιχνίδι, που παίζεται από δύο ομάδες των εννέα παιχτών σε ανοικτό γήπεδο, εξελίσσεται γύρω από τέσσερα σημεία-βάσεις, που αποτελούν τις κορυφές μεγάλου ρόμβου και σκοπός του παιχνιδιού είναι οι επιθετικοί παίχτες της ομάδας να αποκρούουν τις βολές του αντιπάλου με το ειδικό ρόπαλο του παιχνιδιού και στη συνέχεια να τρέχουν πάνω στην περίμετρο του γηπέδου, περνώντας από όλες τις βάσεις και φθάνοντας στο σημείο εκκινήσεως για να σκοράρουν
PWN:basement.n.01	μικρός, συνήθως υπόγειος δροσερός και σκοτεινός χώρος, στον οποίο φυλάσσονται τρόφιμα και κρασί
PWN:basket.n.01	μέσο μεταφοράς που είναι συνήθως πλεγμένο και έχει χερούλια
PWN:basketball.n.01	αθλητικό παιχνίδι που παίζεται σε ειδικό γήπεδο από δύο ομάδες των 5 ατόμων, οι οποίες προσπαθούν να ρίξουν τη μπάλα στο αντίπαλο καλάθι. Κερδίζει η ομάδα που έχει πετύχει τα περισσότερα καλάθια
PWN:bat.n.01	μικρό νυκτόβιο θηλαστικό του οποίου τα πίσω πόδια, με τα πολύ μακριά δάχτυλά τους, καλύπτονται με μεμβράνες έτσι ώστε να σχηματίζουν φτερούγες, χάρη στις οποίες μπορεί να πετάει
PWN:bat.n.05	ρόπαλο που χρησιμοποιείται για το χτύπημα μπάλας σε διάφορα αθλήματα
PWN:batch.n.02	ποσότητα πραγμάτων με όμοια ή με κοινά χαρακτηριστικά
PWN:bathroom.n.01	δωμάτιο σπιτιού ,ξενοδοχείου κ .λπ. διαμορφωμένο κατάλληλα, ώστε να χρησιμεύει στην εξυπηρέτηση των προσωπικών αναγκών και στην προσωπική υγιεινή και περιποίηση όσων διαμένουν στο σπίτι, το ξενοδοχείο κ .λπ.
PWN:bathtub.n.01	μαρμάρινη, εμαγέ ή πορσελάνινη επιμήκης λεκάνη μεγάλων διαστάσεων, ένα από τα είδη υγιεινής του λουτρού, η οποία τοποθετείται στο δάπεδο μέσα σε χτιστή βάση επενδεδυμένη εξωτερικά με πλακάκια και στην οποία μπαίνει κανείς όρθιος ή καθιστός για να κάνει μπάνιο ή ντους ή να λουστεί κ .λπ.
PWN:battery.n.02	συσκευή που μπορεί να αποθηκεύει ηλεκτρική ενέργεια ή να χρησιμοποιείται ως φορητή πηγή ηλεκτρικού ρεύματος
PWN:battle.n.01	ένοπλη σύγκρουση μεταξύ δύο στρατών στα πλαίσια ενός πολέμου
PWN:battle.n.01	ένοπλη σύγκρουση μεταξύ δύο στρατών στα πλαίσια ενός πολέμου
PWN:be_born.v.01	έρχομαι στον κόσμο, αποκτώ υπόσταση
PWN:be.v.01	βοηθητικό ρήμα που χρησιμοποιείται με επίθετο ή με ουσιαστικό ως κατηγορούμενο
PWN:be.v.03	είμαι σε κάποιο μέρος
PWN:be.v.11	είμαι εν ζωή
PWN:beach.n.01	αμμώδης έκταση δίπλα στη θάλασσα
PWN:beak.n.02	η κεράτινη προεξοχή του στόματος των πουλιών
PWN:beam.n.02	επιμήκες οριζόντιο στήριγμα από ξύλο, μέταλλο ή οπλισμένο σκυρόδεμα, με ορθογώνια συνήθως διατομή, που χρησιμοποιείται στην οικοδομική
PWN:beam.n.04	ακτίνα φωτός
PWN:bean.n.01	ο καρπός της φασολιάς (είτε ο λοβός είτε καθένα από τα σπέρματα που υπάρχουν μέσα στο λοβό)
PWN:bear.n.01	μεγαλόσωμο παμφάγο θηλαστικό, δασύτριχο, με μεγάλο κεφάλι και μικρά άκρα, μεγάλα νύχια και πολύ μικρή ουρά, που μπορεί να στέκεται και να κινείται ακόμη και όρθιο
PWN:beard.n.01	τρίχωμα που καλύπτει το κάτω μέρος του πρόσωπο των ανδρών
PWN:beat.v.03	χτυπώ επανειλημμένα
PWN:beat.v.03	χτυπώ επανειλημμένα
PWN:beautiful.a.01	αυτός που ευχαριστεί τις αισθήσεις μας και την ψυχή μας
PWN:beaver.n.07	αμφίβιο τρωκτικό με χοντρό σώμα, πλατιά ουρά, παχύ τρίχωμα και με τα δάχτυλα στα πίσω πόδια του ενωμένα με νηκτική μεμβράνη, που θεωρείται πολύτιμο για τη γούνα του και είναι γνωστό για την ικανότητά του να φτειάχνει φράγματα μέσα στο νερό των ποταμών
PWN:beckon.v.01	κάνω νεύμα κουνώντας ελαφρά το κεφάλι, τα χέρια ή τα μάτια για να συνεννοηθώ με κάποιον
PWN:become.v.01	δηλώνει μια κατάσταση που εκδηλώνεται, που δημιουργείται. Βρίσκομαι σε συγκεκριμένη κατάσταση
PWN:become.v.01	δηλώνει μια κατάσταση που εκδηλώνεται, που δημιουργείται. Βρίσκομαι σε συγκεκριμένη κατάσταση
PWN:bed.n.01	έπιπλο, πάνω στο οποίο κοιμάται ή αναπαύεται κάποιος
PWN:bedroom.n.01	δωμάτιο που χρησιμοποιείται κυρίως για τον ύπνο
PWN:bee.n.01	είδος υμενόπτερων εντόμων που ζουν σε κοινωνίες
PWN:beech.n.01	δασικό δέντρο μεγάλου ύψους με λείο κορμό, ωοειδή και συνήθ. οδοντωτά φύλλα, βαρύ και σκληρό ξύλο
PWN:beer.n.01	αλκοολούχο ποτό ,που παράγεται με ζύμωση διαλύματος από αμυλούχα δημητριακά ,συνήθως από βύνη κριθαριού ,και αρωματίζεται λ .χ με σπόρους λυκίσκου ,για να αποκτήσει ελαφρώς πικρή γεύση
PWN:beget.v.01	δημιουργώ
PWN:begin.v.03	κάνω την αρχή σε πράξη, δραστηριότητά μου
PWN:beginning.n.01	το γεγονός που αποτελεί την αρχή κάποιου πράγματος
PWN:beginning.n.04	το τοπικό σημείο από το οποίο ξεκινά κάποιος ή κάτι  για να κάνει μια διαδρομή· η αρχή μιας διαδρομής.
PWN:behavior.n.01	ο τρόπος με τον οποίο συμπεριφέρεται ένα άτομο
PWN:believe.v.01	δέχομαι την αλήθεια, την ύπαρξη, την ορθότητα κάποιου πράγματος
PWN:believe.v.03	ελπίζω
PWN:belt.n.02	κάθε ταινία από ευλύγιστο υλικό, κυρίως ύφασμα, δέρμα, που περισφίγγει το ρούχο στο ύψος της μέσης, για να το συγκρατήσει σε επιθυμητή θέση, ως στολίδι ή για να κρεμαστεί απ΄αυτήν αντικείμενο
PWN:bend.v.01	κάνω κτ να αποκτήσει καμπύλο ή κυρτό σχήμα,ασκώντας πίεση σε διαφορετικά σημεία του
PWN:berry.n.01	οποιοδήποτε από τα μικρά χυμώδη εδώδιμα φρούτα
PWN:bespeak.v.01	ειδοποιώ εκ των προτέρων για κάτι που πρόκειται να συμβεί
PWN:better.v.02	κάνω κάτι καλύτερο
PWN:beverage.n.01	καθετί που πίνεται και ιδίως τα οινοπνευματώδη και τα αναψυκτικά
PWN:beverage.n.01	καθετί που πίνεται και ιδίως τα οινοπνευματώδη και τα αναψυκτικά
PWN:bible.n.01	το σύνολο των βιβλίων της Παλαιάς και της Καινής Διαθήκης, τα κείμενα, ο Λόγος του Θεού
PWN:bicycle.n.01	δίτροχο όχημα που κινείται με τη δύναμη που ο αναβάτης ασκεί για να περιστρέψει τα πεντάλια, που κινούν μια αλυσίδα που μεταδίδει την κίνηση στους τροχούς
PWN:billy.n.02	το αρσενικό της κατσίκας, που διακρίνεται από τα μακριά του κέρατα και το μακρύ του γένι
PWN:birch.n.02	είδος δένδρου που ανήκει στο γένος Betula
PWN:bird.n.01	κάθε σπονδυλωτό, δίποδο, ομοιόθερμο και ωοτόκο (αυγά με ασβεστολιθικό κέλυφος) ζώο με κεράτινο ράμφος, πούπουλα και φτερά που του δίνουν τη δυνατότητα να πετάει
PWN:birth.n.02	ο ερχομός στη ζωή ενός νέου οργανισμού, η γέννα
PWN:bite.v.01	ανοίγω το στόμα και πιάνω δυνατά με τα δόντια κάτι, αποσπώντας συνήθως ένα κομμάτι του
PWN:blacksmith.n.01	κατασκευαστής που σφυρηλατεί και διαμορφώνει το σίδηρο με σφυρί και αμόνι
PWN:blade.n.09	το έλασμα κοφτερού οργάνου( π. χ. λεπίδα μαχαιριού)
PWN:blanket.n.01	σκέπασμα για το κρεβάτι και τον ύπνο
PWN:blast.v.07	ρίχνω βλήματα με πυροβόλο όπλο
PWN:blemish.n.01	άσχημο σημάδι που καταστρέφει την εμφάνιση κάποιου πράγματος ή ατόμου
PWN:blend.v.03	ενώνω διάφορα πράγματα σε ένα σύνολο
PWN:bless.v.01	κάνω κάτι ιερό, άγιο
PWN:blink.v.01	ανοίγω και κλείνω τα μάτια μου γρήγορα
